0,1,2,3
-1.4987062421098467,-0.4810985642057121,-0.7609008672714994,-0.9397134381390388
-10.153032863270157,-9.776382830590201,-7.6561972826964695,-1.491510392507863
-14.005023788055144,-11.616607067790865,-10.116620148932766,-7.296194909550035
